№корня;Корень;наименование;наименование;наименование;наименование
1;Продукты питания;Молочные продукты;Десерты, каши молочные;Мучные п/ф замороженные;Муссы
1;Продукты питания;Молочные продукты;Десерты, каши молочные;Десерты фруктовые и прочие;Десерты прочие (овсяные, манные десерты с фруктами и т.д.)
1;Продукты питания;Молочные продукты;Продукты молочные для детей и кормящих мам;Молочное питание детское 0-12 мес;Молоко детское
1;Продукты питания;Молочные продукты;Продукты молочные для детей и кормящих мам;Молочное питание детское 0-12 мес;Кисломолочные продукты детские 0+ до 3 лет
1;Продукты питания;Молочные продукты;Продукты молочные для детей и кормящих мам;Молочное питание детское 0-12 мес;Кефир детский  0+ до 3 лет
1;Продукты питания;Молочные продукты;Продукты молочные для детей и кормящих мам;Молочное питание детское 0-12 мес;Йогурты детские  0+ до 3 лет
1;Продукты питания;Молочные продукты;Продукты молочные для детей и кормящих мам;Молочное питание детское 0-12 мес;Творожки, пасты детские 0+ до 3 лет
1;Продукты питания;Молочные продукты;Продукты молочные для детей и кормящих мам;Молочное питание детское 0-12 мес;Коктейли детские от 3 лет
1;Продукты питания;Молочные продукты;Продукты молочные для детей и кормящих мам;Молочное питание детское 0-12 мес;Йогурты детские от 3 лет
1;Продукты питания;Молочные продукты;Продукты молочные для детей и кормящих мам;Молочное питание детское 0-12 мес;Творожки, пасты, детские от 3 лет
1;Продукты питания;Молочные продукты;Продукты молочные для детей и кормящих мам;Молочное питание детское 0-12 мес;Десерты, пудинги детские от 3 лет
1;Продукты питания;Молочные продукты;Продукты молочные для детей и кормящих мам;Молочные продукты для кормящих мам;Молочные продукты для кормящих мам разные
1;Продукты питания;Молочные продукты;Продукты соевые;Продукты соевые свежие;Молоко соевое
1;Продукты питания;Молочные продукты;Продукты соевые;Продукты соевые свежие;Напитки и другие продукты соевые
1;Продукты питания;Молочные продукты;Молочные продукты вразвес;Творог;Постный, жирность до 5.4%
1;Продукты питания;Молочные продукты;Молочные продукты вразвес;Творог;Нежирный, жирность от 5.4 % до 8.5 %
1;Продукты питания;Молочные продукты;Молочные продукты вразвес;Творог;Средней жирности, жирность от 8.5 % до 18 %
1;Продукты питания;Молочные продукты;Молочные продукты вразвес;Творог;Жирный, жирность 18 %
1;Продукты питания;Молочные продукты;Молочные продукты вразвес;Творог;Творожная масса
1;Продукты питания;Молочные продукты;Молочные продукты вразвес;Сметана;Нежирная, жирность до 20%
1;Продукты питания;Молочные продукты;Молочные продукты вразвес;Сметана;Средней жирности, жирность от 20% до 25 %
1;Продукты питания;Молочные продукты;Молочные продукты вразвес;Сметана;Жирная, жирность 25% и более
1;Продукты питания;Сыры;Сыры фасованные;Сыр коров мол мяг с бел короч;Камамбер
1;Продукты питания;Сыры;Сыры фасованные;Сыр коров мол мяг с бел короч;Бри
1;Продукты питания;Сыры;Сыры фасованные;Сыр коров мол мяг с бел короч;Сыр высокой жирности более 55%
1;Продукты питания;Сыры;Сыры фасованные;Сыры с внутренней плесенью;Сыр голуб плесен заводской фас.
1;Продукты питания;Сыры;Сыры фасованные;Сыры с внутренней плесенью;Рокфор
1;Продукты питания;Сыры;Сыры фасованные;Сыры с внутренней плесенью;Сыры с цветной плесенью
1;Продукты питания;Сыры;Сыры фасованные;Сыры из козьего молока;Сыр козий молодой
1;Продукты питания;Сыры;Сыры фасованные;Сыры из овечьего молока;Сыр овечий молодой
1;Продукты питания;Сыры;Сыры фасованные;Сыры из овечьего молока;Фета, сыр из овечьего молока
1;Продукты питания;Сыры;Сыры фасованные;Сыры мягкие;Сыр мягкий творожный
1;Продукты питания;Сыры;Сыры фасованные;Сыры мягкие;Сыр мягкий творожный с наполн.
1;Продукты питания;Сыры;Сыры фасованные;Сыры мягкие;Сыр мягкий творожный обезжиренный <30%
1;Продукты питания;Сыры;Сыры фасованные;Сыры мягкие;Сыры рассольные
1;Продукты питания;Сыры;Сыры фасованные;Сыры прессов тепл созревания;Сыры тертые приготовленные
1;Продукты питания;Сыры;Сыры фасованные;Сыры прессов тепл созревания;Сыр целым куском
1;Продукты питания;Сыры;Сыры фасованные;Сыры прессов тепл созревания;Сыр с натуральной корочкой в нарезке
1;Продукты питания;Сыры;Сыры фасованные;Сыры прессов тепл созревания;Сыр в оболочке из воска
1;Продукты питания;Сыры;Сыры фасованные;Сыры плавленные;Сыры без наполнителей
1;Продукты питания;Сыры;Сыры фасованные;Сыры плавленные;Сыр плавлен обезжиренный менее 35%
1;Продукты питания;Сыры;Сыры фасованные;Сыры плавленные;Сыр плавленный с наполнителем
1;Продукты питания;Сыры;Сыры фасованные;Сыры плавленные;Сыр копченый
1;Продукты питания;Сыры;Сыры фасованные;Сыры плавленные;Сыры колбасные, с добавками, копчен
1;Продукты питания;Сыры;Сыры вразвес;Сыры плавленные;Колбасные
1;Продукты питания;Сыры;Сыры вразвес;Сыры плавленные;Двуслойные
1;Продукты питания;Сыры;Сыры вразвес;Сыры плавленные;Сырные торты
1;Продукты питания;Сыры;Сыры вразвес;Сыры из коровьего молока мягкие с белой плесневой корочкой;Камамберы
1;Продукты питания;Сыры;Сыры вразвес;Сыры из коровьего молока мягкие с белой плесневой корочкой;Бри
1;Продукты питания;Сыры;Сыры вразвес;Сыры из коровьего молока мягкие с белой плесневой корочкой;Высокой жирности >55%
1;Продукты питания;Сыры;Сыры вразвес;Сыры из коровьего молока с обмытой корочкой;С несъедобной корочкой
1;Продукты питания;Сыры;Сыры вразвес;Сыры из коровьего молока с обмытой корочкой;С натуральной корочкой
1;Продукты питания;Сыры;Сыры вразвес;Сыры с внутренней плесенью;С голубой плесенью заводской фасовки
1;Продукты питания;Сыры;Сыры вразвес;Сыры с внутренней плесенью;С голубой плесенью неупакованные
1;Продукты питания;Сыры;Сыры вразвес;Сыры с внутренней плесенью;Рокфоры
1;Продукты питания;Сыры;Сыры вразвес;Сыры с внутренней плесенью;С цветной плесенью
1;Продукты питания;Сыры;Сыры вразвес;Сыры из козьего молока;Без созревания
1;Продукты питания;Сыры;Сыры вразвес;Сыры из козьего молока;В форме полена
1;Продукты питания;Сыры;Сыры вразвес;Сыры из козьего молока;Круглый козий
1;Продукты питания;Сыры;Сыры вразвес;Сыры из козьего молока;Козий марочный
1;Продукты питания;Сыры;Сыры вразвес;Сыры из овечьего молока;Без созревания
1;Продукты питания;Сыры;Сыры вразвес;Сыры из овечьего молока;Сыр овечий
1;Продукты питания;Сыры;Сыры вразвес;Сыры мягкие;Без созревания
1;Продукты питания;Сыры;Сыры вразвес;Сыры мягкие;Рассольные
1;Продукты питания;Сыры;Сыры вразвес;Сыры прессованные теплого созревания;С добавками
1;Продукты питания;Сыры;Сыры вразвес;Сыры прессованные теплого созревания;Без добавок
1;Продукты питания;Сыры;Сыры вразвес;Сыры прессованные теплого созревания;Долгого созревания >4мес
1;Продукты питания;Сыры;Сыры вразвес;Сыры прессованные холодного созревания;С добавками
1;Продукты питания;Сыры;Сыры вразвес;Сыры прессованные холодного созревания;Без добавок
1;Продукты питания;Сыры;Сыры вразвес;Сыры прессованные холодного созревания;Долгого созревания >4мес
1;Продукты питания;Масло, майонез;Майонез;Майонез провансаль, классический;Майонез провансал, классический до 300 мл
1;Продукты питания;Масло, майонез;Майонез;Майонез провансаль, классический;Майонез провансаль, классический от 300 мл - 650мл
1;Продукты питания;Масло, майонез;Майонез;Майонез провансаль, классический;Майонез провансаль, классический от 650 мл
1;Продукты питания;Масло, майонез;Майонез;Майонез оливковый;Майонез оливковый до 300 мл
1;Продукты питания;Масло, майонез;Майонез;Майонез оливковый;Майонез оливковый от 300 мл - 650мл
1;Продукты питания;Масло, майонез;Майонез;Майонез оливковый;Майонез оливковый от 650 мл
1;Продукты питания;Масло, майонез;Майонез;Майонез легкий;Майонез легкий до 300 мл
1;Продукты питания;Масло, майонез;Майонез;Майонез легкий;Майонез легкий от 300 мл - 650мл
1;Продукты питания;Масло, майонез;Майонез;Майонез легкий;Майонез легкий от 650 мл
1;Продукты питания;Масло, майонез;Майонез;Майонез постый;Майонез постный
1;Продукты питания;Масло, майонез;Майонез;Майонез с добавками;Майонез с добавками до 300 мл
1;Продукты питания;Масло, майонез;Майонез;Майонез с добавками;Майонез с добавками 300 мл и выше
1;Продукты питания;Масло, майонез;Масло, маргарин, жир;Масло сливочное, топленое упаковка;Масло сладко-сливочное до 250г
1;Продукты питания;Масло, майонез;Масло, маргарин, жир;Масло сливочное, топленое упаковка;Масло сладко-сливочное от 250г
1;Продукты питания;Масло, майонез;Масло, маргарин, жир;Масло сливочное, топленое упаковка;Масло сливочное соленое
1;Продукты питания;Масло, майонез;Масло, маргарин, жир;Масло сливочное, топленое упаковка;Масло  с добавками
1;Продукты питания;Масло, майонез;Масло, маргарин, жир;Масло сливочное, топленое упаковка;Масло топленое
1;Продукты питания;Масло, майонез;Масло, маргарин, жир;Масло сливочное, топленое развес;Высокой жирности, 82% и более
1;Продукты питания;Масло, майонез;Масло, маргарин, жир;Масло сливочное, топленое развес;Средней жирности, от 70% до 82%
1;Продукты питания;Масло, майонез;Масло, маргарин, жир;Масло сливочное, топленое развес;Низкой жирности, менее 70%
1;Продукты питания;Масло, майонез;Масло, маргарин, жир;Масло сливочное, топленое развес;Топленое
1;Продукты питания;Масло, майонез;Масло, маргарин, жир;Масло сливочное, топленое развес;С наполнителями
1;Продукты питания;Масло, майонез;Масло, маргарин, жир;Маргарин, спред, жир;Спред
1;Продукты питания;Масло, майонез;Масло, маргарин, жир;Маргарин, спред, жир;Маргарин, жир кулинарный
1;Продукты питания;Яйцо;Яйцо птицы;Яйцо куриное до 10 шт;Отборное
1;Продукты питания;Яйцо;Яйцо птицы;Яйцо куриное до 10 шт;1 категория
1;Продукты питания;Яйцо;Яйцо птицы;Яйцо куриное до 10 шт;2 категория
1;Продукты питания;Яйцо;Яйцо птицы;Яйцо куриное 10 шт;Отборное
1;Продукты питания;Яйцо;Яйцо птицы;Яйцо куриное 10 шт;1 категория
1;Продукты питания;Яйцо;Яйцо птицы;Яйцо куриное 10 шт;2 категория
1;Продукты питания;Яйцо;Яйцо птицы;Яйцо куриное от 10 до 30 шт. ;Отборное
1;Продукты питания;Яйцо;Яйцо птицы;Яйцо куриное от 10 до 30 шт. ;1 категория
1;Продукты питания;Яйцо;Яйцо птицы;Яйцо куриное от 10 до 30 шт. ;2 категория
1;Продукты питания;Яйцо;Яйцо птицы;Яйцо куриное 30 шт;Отборное
1;Продукты питания;Яйцо;Яйцо птицы;Яйцо куриное 30 шт;1 категория
1;Продукты питания;Яйцо;Яйцо птицы;Яйцо куриное 30 шт;2 категория
1;Продукты питания;Яйцо;Яйцо птицы;Яйцо других птиц;Яйцо перепелиное
1;Продукты питания;Яйцо;Яйцо птицы;Яйцо других птиц;Яйцо индюшиное
1;Продукты питания;Яйцо;Яйцо птицы;Яйцо других птиц;Яйцо гусиное
1;Продукты питания;Яйцо;Яйцо птицы;Яйцо других птиц;Яйцо цусариное
1;Продукты питания;Замороженные продукты;Замороженные п/ф и гот. блюда;Зам.полуфабрикаты/тесто;Слоеные  изделия, пироги
1;Продукты питания;Замороженные продукты;Замороженные п/ф и гот. блюда;Зам.полуфабрикаты/тесто;Тесто слоеное 
1;Продукты питания;Замороженные продукты;Замороженные п/ф и гот. блюда;Зам.полуфабрикаты/тесто;Тесто  дрожжевое
1;Продукты питания;Замороженные продукты;Замороженные п/ф и гот. блюда;Зам.полуфабрикаты/тесто;Основа под пиццу
1;Продукты питания;Замороженные продукты;Замороженные п/ф и гот. блюда;Пицца ;Пицца с овощами
1;Продукты питания;Замороженные продукты;Замороженные п/ф и гот. блюда;Пицца ;Пицца с мясными продуктами
1;Продукты питания;Замороженные продукты;Замороженные п/ф и гот. блюда;Пицца ;Пицца с морепродуктами
1;Продукты питания;Замороженные продукты;Замороженные п/ф и гот. блюда;Пицца ;Пицца ассорти
1;Продукты питания;Замороженные продукты;Замороженные п/ф и гот. блюда;Пицца ;Пицеброды
1;Продукты питания;Замороженные продукты;Замороженные п/ф и гот. блюда;Готовые блюда;Основа мясо и субпродукты (готовые обеды)
1;Продукты питания;Замороженные продукты;Замороженные п/ф и гот. блюда;Готовые блюда;Основа домашняя птица (котлеты из птицы)
1;Продукты питания;Замороженные продукты;Замороженные п/ф и гот. блюда;Готовые блюда;Замороженные супы
1;Продукты питания;Замороженные продукты;Замороженные п/ф и гот. блюда;Полуфабрикаты;Блины
1;Продукты питания;Замороженные продукты;Замороженные п/ф и гот. блюда;Полуфабрикаты;Пельмени фасовка 1 кг
1;Продукты питания;Замороженные продукты;Замороженные п/ф и гот. блюда;Полуфабрикаты;Пельмени фасовка  500г
1;Продукты питания;Замороженные продукты;Замороженные п/ф и гот. блюда;Полуфабрикаты;Вареники фасовка 1 кг
1;Продукты питания;Замороженные продукты;Замороженные п/ф и гот. блюда;Полуфабрикаты;Вареники /сырники фасовка  500г
1;Продукты питания;Замороженные продукты;Замороженные п/ф и гот. блюда;Полуфабрикаты;Котлеты мясные
1;Продукты питания;Замороженные продукты;Замороженные п/ф и гот. блюда;Полуфабрикаты;Котлеты куриные/нагетсы
1;Продукты питания;Замороженные продукты;Замороженные п/ф и гот. блюда;Полуфабрикаты;Котлеты овощные
1;Продукты питания;Замороженные продукты;Замороженные п/ф и гот. блюда;Полуфабрикаты вес;Рыбные котлеты вес
1;Продукты питания;Замороженные продукты;Замороженные п/ф и гот. блюда;Полуфабрикаты вес;Хинкали вес
1;Продукты питания;Замороженные продукты;Замороженные п/ф и гот. блюда;Полуфабрикаты вес;Долма вес
1;Продукты питания;Замороженные продукты;Замороженные п/ф и гот. блюда;Полуфабрикаты вес;Перец фаршированный вес
1;Продукты питания;Замороженные продукты;Замороженные п/ф и гот. блюда;Полуфабрикаты вес;Голубцы вес
1;Продукты питания;Замороженные продукты;Замороженные п/ф и гот. блюда;Полуфабрикаты вес;Блины вес
1;Продукты питания;Замороженные продукты;Замороженные п/ф и гот. блюда;Полуфабрикаты вес;Пельменя вес
1;Продукты питания;Замороженные продукты;Замороженные п/ф и гот. блюда;Полуфабрикаты вес;Вареники вес
1;Продукты питания;Замороженные продукты;Замороженные п/ф и гот. блюда;Полуфабрикаты вес;Котлеты мясные вес
1;Продукты питания;Замороженные продукты;Замороженные п/ф и гот. блюда;Полуфабрикаты вес;Котлеты куриные вес
1;Продукты питания;Замороженные продукты;Замороженные п/ф и гот. блюда;Полуфабрикаты;Котлеты овощные вес
1;Продукты питания;Замороженные продукты;Рыбные продукты замороженные;Рыба;Рыбные полуфабрикаты
1;Продукты питания;Замороженные продукты;Рыбные продукты замороженные;Рыба;Рыба  тушка
1;Продукты питания;Замороженные продукты;Рыбные продукты замороженные;Рыба;Рыбное филе, стейк, части рыбы
1;Продукты питания;Замороженные продукты;Рыбные продукты замороженные;Рыба;Рыбный фарш замороженный
1;Продукты питания;Замороженные продукты;Рыбные продукты замороженные;Ракообразные и моллюски;Креветки фасованные
1;Продукты питания;Замороженные продукты;Рыбные продукты замороженные;Ракообразные и моллюски;Креветки вес
1;Продукты питания;Замороженные продукты;Рыбные продукты замороженные;Ракообразные и моллюски;Раки и ракообразные
1;Продукты питания;Замороженные продукты;Рыбные продукты замороженные;Ракообразные и моллюски;Мидии
1;Продукты питания;Замороженные продукты;Рыбные продукты замороженные;Ракообразные и моллюски;Морские гребешки, редкие морские делик.
1;Продукты питания;Замороженные продукты;Рыбные продукты замороженные;Ракообразные и моллюски;Морской коктейль
1;Продукты питания;Замороженные продукты;Рыбные продукты замороженные;Ракообразные и моллюски;Кальмар
1;Продукты питания;Замороженные продукты;Рыбные продукты замороженные;Ракообразные и моллюски;Крабовые палочки, крабовое мясо
1;Продукты питания;Замороженные продукты;Мясные продукты замороженные;Мясо домашних животных;Говядина
1;Продукты питания;Замороженные продукты;Мясные продукты замороженные;Мясо домашних животных;Телятина
1;Продукты питания;Замороженные продукты;Мясные продукты замороженные;Мясо домашних животных;Свинина
1;Продукты питания;Замороженные продукты;Мясные продукты замороженные;Мясо домашних животных;Баранина
1;Продукты питания;Замороженные продукты;Мясные продукты замороженные;Мясо домашних животных;Кролик
1;Продукты питания;Замороженные продукты;Мясные продукты замороженные;Мясо домашних животных;Фарш мясной замороженный
1;Продукты питания;Замороженные продукты;Мясные продукты замороженные;Мясо домашних животных;Субпродукты и суповые наборы мясные заморож.
1;Продукты питания;Замороженные продукты;Мясные продукты замороженные;Птица;Птица домашняя непотрошеная
1;Продукты питания;Замороженные продукты;Мясные продукты замороженные;Птица;Птица домашняя потрошеная
1;Продукты питания;Замороженные продукты;Мясные продукты замороженные;Птица;Рубленные полуфабрикаты из дом. птицы (части)
1;Продукты питания;Замороженные продукты;Мясные продукты замороженные;Птица;Субпродукты дом. птицы(желудки, сердсе, шеи, печень)
1;Продукты питания;Замороженные продукты;Мясные продукты замороженные;Птица;Фарш из мяса птицы замороженный
1;Продукты питания;Замороженные продукты;Плодоовощная продукция замороженная;Овощи,грибы;Овощи
1;Продукты питания;Замороженные продукты;Плодоовощная продукция замороженная;Овощи,грибы;Овощи вес.
1;Продукты питания;Замороженные продукты;Плодоовощная продукция замороженная;Овощи,грибы;Овощные смеси
1;Продукты питания;Замороженные продукты;Плодоовощная продукция замороженная;Овощи,грибы;Овощные смеси вес.
1;Продукты питания;Замороженные продукты;Плодоовощная продукция замороженная;Овощи,грибы;Картофель
1;Продукты питания;Замороженные продукты;Плодоовощная продукция замороженная;Овощи,грибы;Картофель вес
1;Продукты питания;Замороженные продукты;Плодоовощная продукция замороженная;Овощи,грибы;Зам. грибы
1;Продукты питания;Замороженные продукты;Плодоовощная продукция замороженная;Овощи,грибы;Зам. грибы вес
1;Продукты питания;Замороженные продукты;Плодоовощная продукция замороженная;Фрукты/ягоды;Фрукты замороженные
1;Продукты питания;Замороженные продукты;Плодоовощная продукция замороженная;Фрукты/ягоды;Фрукты замороженные вес
1;Продукты питания;Замороженные продукты;Плодоовощная продукция замороженная;Фрукты/ягоды;Ягоды замороженные
1;Продукты питания;Замороженные продукты;Плодоовощная продукция замороженная;Фрукты/ягоды;Ягоды замороженные вес
1;Продукты питания;Замороженные продукты;Плодоовощная продукция замороженная;Фрукты/ягоды;Смеси фруктовые/ягодные
1;Продукты питания;Замороженные продукты;Плодоовощная продукция замороженная;Фрукты/ягоды;Смеси фруктовые/ягодные вес
1;Продукты питания;Мороженое;Мороженое разное;Мороженое порционное;Мороженое стаканчик
1;Продукты питания;Мороженое;Мороженое разное;Мороженое порционное;Мороженое эскимо
1;Продукты питания;Мороженое;Мороженое разное;Мороженое порционное;Мороженое лакомка, батончик
1;Продукты питания;Мороженое;Мороженое разное;Мороженое порционное;Мороженое рожок, трубочка
1;Продукты питания;Мороженое;Мороженое разное;Мороженое порционное;Мороженое брикет порционный
1;Продукты питания;Мороженое;Мороженое разное;Мороженое порционное;Мороженое мультипак
1;Продукты питания;Мороженое;Мороженое разное;Мороженое порционное;Сок замороженный, сорбеты, щербеты
1;Продукты питания;Мороженое;Мороженое разное;Мороженое в крупной упаковке;Мороженое брикет
1;Продукты питания;Мороженое;Мороженое разное;Мороженое в крупной упаковке;Мороженое в п/э упаковке, весовое
1;Продукты питания;Мороженое;Мороженое разное;Мороженое в крупной упаковке;Мороженое ведро
1;Продукты питания;Мороженое;Мороженое разное;Мороженое в крупной упаковке;Мороженое семейное ванна
1;Продукты питания;Мороженое;Мороженое разное;Мороженое в крупной упаковке;Торты, рулеты, конфеты из мороженого
1;Продукты питания;Мороженое;Мороженое разное;Мороженое в крупной упаковке;Торты, рулеты замороженные мучные
1;Продукты питания;Мороженое;Мороженое разное;Мороженое в крупной упаковке;Лед пищевой
1;Продукты питания;Колбасные изд-я и мясные деликатесы;Колбасы вареные;Колбаса вареная докторская;Колбаса вареная докторская шт
1;Продукты питания;Колбасные изд-я и мясные деликатесы;Колбасы вареные;Колбаса вареная докторская;Колбаса вареная докторская вес
1;Продукты питания;Колбасные изд-я и мясные деликатесы;Колбасы вареные;Колбаса вареная молочная;Колбаса вареная молочная шт
1;Продукты питания;Колбасные изд-я и мясные деликатесы;Колбасы вареные;Колбаса вареная молочная;Колбаса вареная молочная вес
1;Продукты питания;Колбасные изд-я и мясные деликатесы;Колбасы вареные;Колбаса вареная телячья;Колбаса вареная телячья шт
1;Продукты питания;Колбасные изд-я и мясные деликатесы;Колбасы вареные;Колбаса вареная телячья;Колбаса вареная телячья вес
1;Продукты питания;Колбасные изд-я и мясные деликатесы;Колбасы вареные;Колбаса вареная другая;Колбаса вареная другая шт
1;Продукты питания;Колбасные изд-я и мясные деликатесы;Колбасы вареные;Колбаса вареная другая;Колбаса вареная другая вес
1;Продукты питания;Колбасные изд-я и мясные деликатесы;Сосиски, сардельки, колбаски;Сосиски;Сосиски шт
1;Продукты питания;Колбасные изд-я и мясные деликатесы;Сосиски, сардельки, колбаски;Сосиски;Сосиски вес
1;Продукты питания;Колбасные изд-я и мясные деликатесы;Сосиски, сардельки, колбаски;Сардельки, шпикачки;Сардельки, шпикачки шт
1;Продукты питания;Колбасные изд-я и мясные деликатесы;Сосиски, сардельки, колбаски;Сардельки, шпикачки;Сардельки, шпикачки вес
1;Продукты питания;Колбасные изд-я и мясные деликатесы;Колбасы в/к;Колбасы в/к разные;Колбасы в/к шт
1;Продукты питания;Колбасные изд-я и мясные деликатесы;Колбасы в/к;Колбасы в/к разные;Колбасы в/к вес
1;Продукты питания;Колбасные изд-я и мясные деликатесы;Колбасы п/к;Колбасы п/к разные;Колбасы п/к шт
1;Продукты питания;Колбасные изд-я и мясные деликатесы;Колбасы п/к;Колбасы п/к разные;Колбасы п/к вес
1;Продукты питания;Колбасные изд-я и мясные деликатесы;Колбасы с/к, сыровяленная;Колбасы с/к;Колбасы с/к шт
1;Продукты питания;Колбасные изд-я и мясные деликатесы;Колбасы с/к, сыровяленная;Колбасы с/к;Колбасы с/к вес
1;Продукты питания;Колбасные изд-я и мясные деликатесы;Колбасы с/к, сыровяленная;Колбасы сыровяленные;Колбасы сыровяленные шт
1;Продукты питания;Колбасные изд-я и мясные деликатесы;Колбасы с/к, сыровяленная;Колбасы сыровяленные;Колбасы сыровяленные вес
1;Продукты питания;Колбасные изд-я и мясные деликатесы;Колбасы с/к, сыровяленная;Колбаски копченые, охотничьи, гриль;Колбаски копченые, охотничьи, гриль шт
1;Продукты питания;Колбасные изд-я и мясные деликатесы;Колбасы с/к, сыровяленная;Колбаски копченые, охотничьи, гриль;Колбаски копченые, охотничьи, гриль вес
1;Продукты питания;Колбасные изд-я и мясные деликатесы;Мясные деликатесы;Ветчина;Ветчина шт
1;Продукты питания;Колбасные изд-я и мясные деликатесы;Мясные деликатесы;Ветчина;Ветчина вес
1;Продукты питания;Колбасные изд-я и мясные деликатесы;Мясные деликатесы;Мясные деликатесы в/к;Грудинка, бекон в/к шт
1;Продукты питания;Колбасные изд-я и мясные деликатесы;Мясные деликатесы;Мясные деликатесы в/к;Грудинка, бекон в/к вес
1;Продукты питания;Колбасные изд-я и мясные деликатесы;Мясные деликатесы;Мясные деликатесы в/к;Говядина, филей в/к шт
1;Продукты питания;Колбасные изд-я и мясные деликатесы;Мясные деликатесы;Мясные деликатесы в/к;Говядина, филей в/к вес
1;Продукты питания;Колбасные изд-я и мясные деликатесы;Мясные деликатесы;Мясные деликатесы в/к;Карбонад в/к шт
1;Продукты питания;Колбасные изд-я и мясные деликатесы;Мясные деликатесы;Мясные деликатесы в/к;Карбонад в/к вес
1;Продукты питания;Колбасные изд-я и мясные деликатесы;Мясные деликатесы;Мясные деликатесы в/к;Буженина шт
1;Продукты питания;Колбасные изд-я и мясные деликатесы;Мясные деликатесы;Мясные деликатесы в/к;Буженина вес
1;Продукты питания;Колбасные изд-я и мясные деликатесы;Мясные деликатесы;Мясные деликатесы в/к;Шейка, шинка, сварейка, окорок в/к шт
1;Продукты питания;Колбасные изд-я и мясные деликатесы;Мясные деликатесы;Мясные деликатесы в/к;Шейка, шинка, сварейка, окорок в/к вес
1;Продукты питания;Колбасные изд-я и мясные деликатесы;Мясные деликатесы;Мясные деликатесы в/к;Рулеты в/к шт
1;Продукты питания;Колбасные изд-я и мясные деликатесы;Мясные деликатесы;Мясные деликатесы в/к;Рулеты в/к вес
1;Продукты питания;Колбасные изд-я и мясные деликатесы;Мясные деликатесы;Мясные деликатесы в/к;Мясные деликатесы в/к прочие шт
1;Продукты питания;Колбасные изд-я и мясные деликатесы;Мясные деликатесы;Мясные деликатесы в/к;Мясные деликатесы в/к прочие вес
1;Продукты питания;Колбасные изд-я и мясные деликатесы;Мясные деликатесы;Мясные деликатесы с/к;Окорок с/к, лопатка,  прошуто, хамон шт
1;Продукты питания;Колбасные изд-я и мясные деликатесы;Мясные деликатесы;Мясные деликатесы с/к;Окорок с/к, лопатка, прошуто, хамон вес
1;Продукты питания;Колбасные изд-я и мясные деликатесы;Мясные деликатесы;Мясные деликатесы с/к;Мясные деликатесы с/к прочие шт
1;Продукты питания;Колбасные изд-я и мясные деликатесы;Мясные деликатесы;Мясные деликатесы с/к;Мясные деликатесы с/к прочие вес
1;Продукты питания;Колбасные изд-я и мясные деликатесы;Мясные деликатесы;Мясные деликатесы с/к;Деликатесы из мяса птицы, дичи шт
1;Продукты питания;Колбасные изд-я и мясные деликатесы;Мясные деликатесы;Мясные деликатесы с/к;Деликатесы из мяса птицы, дичи вес
1;Продукты питания;Колбасные изд-я и мясные деликатесы;Паштеты, ливер;Паштеты;Паштеты шт
1;Продукты питания;Колбасные изд-я и мясные деликатесы;Паштеты, ливер;Паштеты;Паштеты вес
1;Продукты питания;Колбасные изд-я и мясные деликатесы;Паштеты, ливер;Ливер, холодец, мясной хлеб;Ливер, холодец, мясной хлеб шт
